,open,high,low,close,volume
2023-04-04 09:00:00,560.0,579.0,555.0,576.0,4860641.74569945
2023-04-05 09:00:00,576.0,642.0,576.0,597.0,82878131.19888471
2023-04-06 09:00:00,597.0,598.0,572.0,588.0,12055490.46486101
2023-04-07 09:00:00,589.0,638.0,568.0,582.0,72356683.28399469
2023-04-08 09:00:00,582.0,585.0,568.0,575.0,4489531.72167137
2023-04-09 09:00:00,574.0,593.0,562.0,578.0,7242146.09789518
2023-04-10 09:00:00,578.0,584.0,563.0,578.0,3913444.47244402
2023-04-11 09:00:00,578.0,590.0,571.0,589.0,3843414.24637416
2023-04-12 09:00:00,588.0,591.0,570.0,577.0,4507967.2606179
2023-04-13 09:00:00,577.0,588.0,574.0,587.0,3032359.68317462
2023-04-14 09:00:00,588.0,589.0,578.0,586.0,4644486.59523
2023-04-15 09:00:00,586.0,589.0,583.0,588.0,2202344.71338575
2023-04-16 09:00:00,587.0,597.0,585.0,591.0,5497039.2604864
2023-04-17 09:00:00,591.0,592.0,576.0,582.0,5488845.09733252
2023-04-18 09:00:00,582.0,590.0,576.0,589.0,2939866.00514422
2023-04-19 09:00:00,588.0,590.0,543.0,555.0,4530083.19356487
2023-04-20 09:00:00,555.0,580.0,544.0,576.0,8004049.68432075
2023-04-21 09:00:00,575.0,631.0,550.0,562.0,52343286.79967802
2023-04-22 09:00:00,562.0,564.0,542.0,561.0,4429471.11813908
2023-04-23 09:00:00,558.0,562.0,549.0,551.0,1817746.06429178
2023-04-24 09:00:00,551.0,552.0,525.0,535.0,3945032.56480185
2023-04-25 09:00:00,535.0,557.0,522.0,544.0,6172377.72936088
2023-04-26 09:00:00,544.0,566.0,534.0,558.0,15659165.34795317
2023-04-27 09:00:00,558.0,558.0,540.0,555.0,3277948.67665522
2023-04-28 09:00:00,555.0,556.0,543.0,550.0,2277813.25110921
2023-04-29 09:00:00,549.0,564.0,546.0,557.0,4956412.85881192
2023-04-30 09:00:00,557.0,558.0,547.0,552.0,1820439.0234853
2023-05-01 09:00:00,554.0,560.0,532.0,537.0,3397558.90552235
2023-05-02 09:00:00,536.0,539.0,519.0,530.0,2686033.02785008
2023-05-03 09:00:00,529.0,530.0,513.0,523.0,2243552.89207435
2023-05-04 09:00:00,523.0,544.0,518.0,538.0,4814942.26830778
2023-05-05 09:00:00,538.0,556.0,527.0,549.0,3671261.44038966
2023-05-06 09:00:00,546.0,575.0,525.0,528.0,15498877.11669628
2023-05-07 09:00:00,528.0,532.0,523.0,523.0,1447037.96106543
2023-05-08 09:00:00,523.0,523.0,489.0,492.0,3372609.83781039
2023-05-09 09:00:00,492.0,521.0,488.0,507.0,5715035.35606809
2023-05-10 09:00:00,507.0,525.0,503.0,515.0,6476718.33185399
2023-05-11 09:00:00,513.0,514.0,495.0,495.0,1481358.57688846
2023-05-12 09:00:00,495.0,514.0,481.0,501.0,6178154.10408143
2023-05-13 09:00:00,500.0,506.0,494.0,499.0,1189358.34606114
2023-05-14 09:00:00,500.0,519.0,499.0,505.0,6391407.57039765
2023-05-15 09:00:00,506.0,509.0,497.0,506.0,1310102.54239478
2023-05-16 09:00:00,506.0,507.0,499.0,502.0,878116.08283271
2023-05-17 09:00:00,502.0,513.0,500.0,507.0,1685993.72040509
2023-05-18 09:00:00,506.0,508.0,500.0,504.0,857461.53852021
2023-05-19 09:00:00,503.0,510.0,500.0,504.0,798253.05562889
2023-05-20 09:00:00,503.0,516.0,503.0,506.0,2092303.6525461
2023-05-21 09:00:00,507.0,511.0,494.0,494.0,917193.99208259
2023-05-22 09:00:00,495.0,495.0,478.0,488.0,1113377.25741259
2023-05-23 09:00:00,488.0,492.0,484.0,487.0,802785.95722586
2023-05-24 09:00:00,487.0,492.0,470.0,475.0,1678337.02856268
2023-05-25 09:00:00,475.0,485.0,456.0,467.0,2561833.64145866
2023-05-26 09:00:00,466.0,469.0,457.0,466.0,698806.16928068
2023-05-27 09:00:00,465.0,468.0,462.0,467.0,283351.07298541
2023-05-28 09:00:00,467.0,484.0,464.0,479.0,806121.20216345
2023-05-29 09:00:00,479.0,484.0,473.0,477.0,918881.73094432
2023-05-30 09:00:00,476.0,497.0,476.0,495.0,1362344.10500474
2023-05-31 09:00:00,496.0,519.0,469.0,479.0,5813996.55313568
2023-06-01 09:00:00,478.0,479.0,465.0,468.0,998300.92120836
2023-06-02 09:00:00,468.0,474.0,459.0,471.0,835320.53794408
2023-06-03 09:00:00,471.0,479.0,469.0,474.0,479978.73957388
2023-06-04 09:00:00,474.0,497.0,471.0,478.0,6738723.93246909
2023-06-05 09:00:00,478.0,490.0,435.0,453.0,5338075.23708516
2023-06-06 09:00:00,453.0,460.0,436.0,459.0,1432643.40958492
2023-06-07 09:00:00,458.0,483.0,446.0,457.0,5893141.22827532
2023-06-08 09:00:00,456.0,461.0,445.0,453.0,1318755.60987939
2023-06-09 09:00:00,453.0,461.0,447.0,459.0,1170002.65060391
2023-06-10 09:00:00,458.0,497.0,399.0,417.0,38386849.6923577
2023-06-11 09:00:00,416.0,426.0,410.0,418.0,2956085.42731653
2023-06-12 09:00:00,417.0,419.0,400.0,409.0,2325117.04976657
2023-06-13 09:00:00,409.0,413.0,402.0,403.0,1504478.39690066
2023-06-14 09:00:00,403.0,417.0,385.0,395.0,6851259.35643606
2023-06-15 09:00:00,393.0,407.0,386.0,397.0,2673922.64554491
2023-06-16 09:00:00,397.0,406.0,392.0,404.0,1253242.82362499
2023-06-17 09:00:00,404.0,413.0,401.0,411.0,1450632.41401077
2023-06-18 09:00:00,411.0,412.0,407.0,410.0,533094.44009511
2023-06-19 09:00:00,409.0,415.0,406.0,412.0,700786.78872216
2023-06-20 09:00:00,410.0,420.0,402.0,418.0,1468364.66961589
2023-06-21 09:00:00,418.0,436.0,414.0,435.0,3766044.57451917
2023-06-22 09:00:00,434.0,446.0,427.0,439.0,4722935.28729912
2023-06-23 09:00:00,438.0,462.0,436.0,461.0,3120583.71118912
2023-06-24 09:00:00,460.0,482.0,455.0,470.0,5703982.92935875
2023-06-25 09:00:00,472.0,494.0,458.0,469.0,4468481.936669
2023-06-26 09:00:00,469.0,567.0,446.0,452.0,180902124.2523811
2023-06-27 09:00:00,451.0,452.0,434.0,445.0,9234914.05577626
2023-06-28 09:00:00,444.0,444.0,425.0,425.0,3839134.00245926
2023-06-29 09:00:00,424.0,442.0,423.0,434.0,4481795.33122023
2023-06-30 09:00:00,434.0,448.0,425.0,442.0,6536241.74148079
2023-07-01 09:00:00,442.0,453.0,433.0,452.0,4065737.22479097
2023-07-02 09:00:00,450.0,472.0,446.0,453.0,9840919.89908504
2023-07-03 09:00:00,452.0,455.0,446.0,455.0,1965775.57695189
2023-07-04 09:00:00,454.0,467.0,446.0,462.0,3112983.8553241
2023-07-05 09:00:00,462.0,468.0,446.0,459.0,4305273.24488099
2023-07-06 09:00:00,458.0,462.0,444.0,448.0,2644658.77532767
2023-07-07 09:00:00,448.0,460.0,445.0,453.0,2224805.50359763
2023-07-08 09:00:00,453.0,461.0,448.0,461.0,1226456.42850135
2023-07-09 09:00:00,461.0,477.0,451.0,462.0,8414589.6750317
2023-07-10 09:00:00,462.0,464.0,447.0,457.0,2913806.28644356
2023-07-11 09:00:00,456.0,490.0,453.0,485.0,11043938.73565381
2023-07-12 09:00:00,485.0,489.0,468.0,478.0,5708124.79658756
2023-07-13 09:00:00,478.0,488.0,463.0,482.0,5855689.11225584
2023-07-14 09:00:00,482.0,528.0,473.0,511.0,28535315.09992168
2023-07-15 09:00:00,508.0,607.0,476.0,480.0,133663622.30268453
2023-07-16 09:00:00,479.0,482.0,449.0,456.0,16214592.14438877
2023-07-17 09:00:00,456.0,470.0,442.0,450.0,10998955.20824959
2023-07-18 09:00:00,450.0,455.0,438.0,449.0,4322079.42326778
2023-07-19 09:00:00,449.0,449.0,442.0,448.0,2668417.61259495
2023-07-20 09:00:00,447.0,453.0,444.0,448.0,2230430.57383867
2023-07-21 09:00:00,447.0,454.0,444.0,451.0,1797045.66825291
2023-07-22 09:00:00,451.0,463.0,450.0,461.0,3907105.59571605
2023-07-23 09:00:00,460.0,471.0,456.0,467.0,4280955.09914733
2023-07-24 09:00:00,467.0,469.0,442.0,448.0,3449601.1700274
2023-07-25 09:00:00,448.0,453.0,440.0,452.0,1761403.29218534
2023-07-26 09:00:00,452.0,453.0,445.0,450.0,1623941.6430095
2023-07-27 09:00:00,451.0,460.0,448.0,460.0,2773601.42707709
2023-07-28 09:00:00,460.0,477.0,453.0,476.0,4999853.85273345
2023-07-29 09:00:00,475.0,497.0,469.0,497.0,5722026.73656504
2023-07-30 09:00:00,497.0,521.0,461.0,473.0,17309129.25546184
2023-07-31 09:00:00,473.0,507.0,468.0,476.0,13760659.02628199
2023-08-01 09:00:00,476.0,476.0,456.0,469.0,5436453.26555521
2023-08-02 09:00:00,469.0,474.0,465.0,472.0,2860983.30299771
2023-08-03 09:00:00,472.0,474.0,463.0,471.0,1620861.6306445
2023-08-04 09:00:00,471.0,490.0,466.0,485.0,3769700.04674184
2023-08-05 09:00:00,485.0,538.0,481.0,492.0,52264974.83071253
2023-08-06 09:00:00,491.0,491.0,474.0,480.0,5429084.72962845
2023-08-07 09:00:00,480.0,480.0,466.0,471.0,3492758.28431923
2023-08-08 09:00:00,471.0,477.0,466.0,474.0,1682212.01748671
2023-08-09 09:00:00,476.0,476.0,470.0,472.0,1861873.07642981
2023-08-10 09:00:00,471.0,477.0,464.0,475.0,2314026.35254885
2023-08-11 09:00:00,475.0,481.0,472.0,479.0,1918579.43450827
2023-08-12 09:00:00,478.0,577.0,477.0,552.0,118843931.21232952
2023-08-13 09:00:00,552.0,592.0,520.0,525.0,102298376.27597292
2023-08-14 09:00:00,526.0,576.0,526.0,555.0,81683084.39035664
2023-08-15 09:00:00,557.0,557.0,530.0,532.0,14750790.22057097
2023-08-16 09:00:00,530.0,676.0,500.0,520.0,120506181.8496586
2023-08-17 09:00:00,520.0,665.0,506.0,570.0,298439657.87312883
2023-08-18 09:00:00,568.0,682.0,540.0,669.0,147485173.83041874
2023-08-19 09:00:00,669.0,734.0,585.0,632.0,145508499.1838924
2023-08-20 09:00:00,631.0,646.0,582.0,597.0,48176564.26053624
2023-08-21 09:00:00,597.0,604.0,558.0,574.0,20238679.48865294
2023-08-22 09:00:00,573.0,632.0,568.0,602.0,85443333.80518126
2023-08-23 09:00:00,603.0,644.0,600.0,616.0,60973427.74050809
2023-08-24 09:00:00,616.0,631.0,593.0,609.0,30490929.37245011
2023-08-25 09:00:00,609.0,638.0,604.0,630.0,45485901.57740053
2023-08-26 09:00:00,630.0,652.0,605.0,619.0,16675361.11477154
2023-08-27 09:00:00,619.0,620.0,597.0,606.0,8949052.10237182
2023-08-28 09:00:00,606.0,624.0,575.0,589.0,10412878.90589417
2023-08-29 09:00:00,589.0,633.0,585.0,600.0,56324307.20600714
2023-08-30 09:00:00,599.0,605.0,574.0,578.0,8063978.29346634
2023-08-31 09:00:00,578.0,580.0,543.0,552.0,5318960.88641767
2023-09-01 09:00:00,552.0,576.0,524.0,539.0,9055386.48312042
2023-09-02 09:00:00,539.0,817.0,514.0,807.0,92050223.21165434
2023-09-03 09:00:00,807.0,845.0,599.0,728.0,220114359.83174455
2023-09-04 09:00:00,729.0,759.0,673.0,685.0,93177012.40526739
2023-09-05 09:00:00,687.0,711.0,655.0,662.0,15343791.85715533
