,open,high,low,close,volume
2023-05-21 09:00:00,485.0,486.0,473.0,474.0,2726408.4741305
2023-05-22 09:00:00,474.0,474.0,459.0,467.0,3129389.07986827
2023-05-23 09:00:00,467.0,480.0,464.0,466.0,3324222.55664206
2023-05-24 09:00:00,466.0,474.0,444.0,449.0,4873514.61860051
2023-05-25 09:00:00,448.0,450.0,436.0,446.0,2249441.50521258
2023-05-26 09:00:00,446.0,448.0,440.0,445.0,1164639.25705171
2023-05-27 09:00:00,444.0,451.0,442.0,448.0,965099.89991924
2023-05-28 09:00:00,448.0,468.0,447.0,457.0,2419409.09867053
2023-05-29 09:00:00,459.0,468.0,454.0,457.0,4014314.08031918
2023-05-30 09:00:00,456.0,457.0,450.0,452.0,1332573.95059098
2023-05-31 09:00:00,451.0,453.0,437.0,441.0,2824883.68328969
2023-06-01 09:00:00,441.0,450.0,434.0,438.0,1830308.63754238
2023-06-02 09:00:00,438.0,442.0,431.0,439.0,1152792.17806084
2023-06-03 09:00:00,438.0,450.0,438.0,447.0,1048119.57174102
2023-06-04 09:00:00,446.0,450.0,445.0,448.0,927916.95861049
2023-06-05 09:00:00,448.0,450.0,410.0,420.0,3449691.24453321
2023-06-06 09:00:00,418.0,432.0,402.0,425.0,3429447.25453525
2023-06-07 09:00:00,423.0,433.0,409.0,411.0,2925099.33414602
2023-06-08 09:00:00,411.0,419.0,404.0,414.0,1894514.36241495
2023-06-09 09:00:00,414.0,430.0,408.0,415.0,1944893.13250939
2023-06-10 09:00:00,415.0,423.0,338.0,354.0,7243161.75583626
2023-06-11 09:00:00,353.0,366.0,351.0,355.0,2675279.06709212
2023-06-12 09:00:00,356.0,358.0,343.0,351.0,2385468.5907034
2023-06-13 09:00:00,351.0,363.0,346.0,348.0,3812768.85272457
2023-06-14 09:00:00,347.0,353.0,332.0,336.0,2830150.18809137
2023-06-15 09:00:00,335.0,340.0,324.0,339.0,2226806.17222701
2023-06-16 09:00:00,338.0,348.0,334.0,348.0,1620188.17758723
2023-06-17 09:00:00,346.0,357.0,346.0,351.0,1544737.76206349
2023-06-18 09:00:00,353.0,380.0,344.0,354.0,4394776.56826689
2023-06-19 09:00:00,354.0,367.0,350.0,360.0,2719736.78581161
2023-06-20 09:00:00,359.0,365.0,347.0,362.0,4149480.15126665
2023-06-21 09:00:00,364.0,379.0,361.0,378.0,3538960.53275356
2023-06-22 09:00:00,377.0,425.0,375.0,400.0,44277092.37031478
2023-06-23 09:00:00,400.0,418.0,395.0,418.0,7880147.64648388
2023-06-24 09:00:00,418.0,455.0,416.0,427.0,16510642.66546858
2023-06-25 09:00:00,430.0,438.0,423.0,427.0,4560621.58096026
2023-06-26 09:00:00,427.0,492.0,408.0,422.0,59170043.38664603
2023-06-27 09:00:00,421.0,561.0,415.0,444.0,279460268.5976918
2023-06-28 09:00:00,444.0,528.0,439.0,482.0,287082597.3185781
2023-06-29 09:00:00,482.0,500.0,440.0,451.0,79374302.20767392
2023-06-30 09:00:00,451.0,452.0,409.0,433.0,72763251.34492317
2023-07-01 09:00:00,433.0,434.0,410.0,424.0,27896818.25091827
2023-07-02 09:00:00,425.0,425.0,414.0,419.0,10584420.08502209
2023-07-03 09:00:00,419.0,432.0,415.0,421.0,17698972.50009153
2023-07-04 09:00:00,421.0,421.0,413.0,417.0,8881002.64098484
2023-07-05 09:00:00,417.0,423.0,400.0,407.0,15040427.87303062
2023-07-06 09:00:00,407.0,410.0,397.0,400.0,6085040.1528685
2023-07-07 09:00:00,401.0,407.0,396.0,400.0,3507998.76887083
2023-07-08 09:00:00,400.0,401.0,394.0,395.0,2623487.16633713
2023-07-09 09:00:00,395.0,511.0,395.0,510.0,209496103.63852102
2023-07-10 09:00:00,511.0,647.0,459.0,512.0,612183248.9044344
2023-07-11 09:00:00,512.0,526.0,441.0,445.0,178349600.78893837
2023-07-12 09:00:00,444.0,451.0,421.0,423.0,37478170.62802235
2023-07-13 09:00:00,422.0,422.0,396.0,406.0,19968351.67822388
2023-07-14 09:00:00,406.0,422.0,403.0,413.0,15262928.94323804
2023-07-15 09:00:00,412.0,425.0,408.0,417.0,9969494.55091037
2023-07-16 09:00:00,419.0,452.0,414.0,420.0,60903414.73715287
2023-07-17 09:00:00,419.0,430.0,408.0,417.0,16647469.97882042
2023-07-18 09:00:00,416.0,418.0,398.0,406.0,6675276.42754864
2023-07-19 09:00:00,406.0,412.0,399.0,405.0,4714247.17771085
2023-07-20 09:00:00,405.0,408.0,402.0,405.0,3997251.99874523
2023-07-21 09:00:00,406.0,411.0,403.0,409.0,5105324.74539454
2023-07-22 09:00:00,409.0,417.0,406.0,415.0,4323590.90558702
2023-07-23 09:00:00,415.0,440.0,412.0,419.0,27099683.43149914
2023-07-24 09:00:00,418.0,420.0,400.0,404.0,10141610.28993319
2023-07-25 09:00:00,404.0,410.0,398.0,407.0,4288454.76331443
2023-07-26 09:00:00,407.0,412.0,404.0,409.0,5965759.27449829
2023-07-27 09:00:00,408.0,415.0,406.0,411.0,4196657.50131818
2023-07-28 09:00:00,410.0,421.0,404.0,419.0,5676219.58783751
2023-07-29 09:00:00,418.0,440.0,416.0,435.0,13290677.10229411
2023-07-30 09:00:00,437.0,477.0,409.0,418.0,57030103.94452191
2023-07-31 09:00:00,417.0,438.0,413.0,425.0,14031693.44523938
2023-08-01 09:00:00,426.0,434.0,411.0,424.0,7948667.65205295
2023-08-02 09:00:00,424.0,426.0,416.0,419.0,5636611.12017206
2023-08-03 09:00:00,419.0,426.0,417.0,424.0,3981835.18344353
2023-08-04 09:00:00,424.0,431.0,414.0,431.0,6507518.7240338
2023-08-05 09:00:00,430.0,431.0,420.0,425.0,4024898.46585952
2023-08-06 09:00:00,425.0,428.0,420.0,423.0,3655982.35038185
2023-08-07 09:00:00,422.0,424.0,416.0,420.0,3426375.95201797
2023-08-08 09:00:00,421.0,431.0,416.0,423.0,4291209.70983032
2023-08-09 09:00:00,423.0,423.0,418.0,419.0,2204429.6547925
2023-08-10 09:00:00,419.0,425.0,417.0,422.0,1726207.68426815
2023-08-11 09:00:00,422.0,439.0,422.0,437.0,9502558.74720167
2023-08-12 09:00:00,436.0,488.0,433.0,464.0,107039616.65528125
2023-08-13 09:00:00,464.0,533.0,452.0,508.0,184898717.8619553
2023-08-14 09:00:00,508.0,526.0,485.0,494.0,86791734.88379592
2023-08-15 09:00:00,494.0,530.0,471.0,478.0,77871469.53117251
2023-08-16 09:00:00,478.0,484.0,430.0,440.0,30507254.01456381
2023-08-17 09:00:00,439.0,505.0,413.0,465.0,101844504.01244561
2023-08-18 09:00:00,465.0,519.0,440.0,515.0,47645172.26940777
2023-08-19 09:00:00,514.0,641.0,465.0,492.0,216944364.99072552
2023-08-20 09:00:00,492.0,556.0,485.0,504.0,153581042.93629077
2023-08-21 09:00:00,504.0,541.0,494.0,524.0,105205103.6743179
2023-08-22 09:00:00,524.0,534.0,496.0,510.0,30316046.50552794
2023-08-23 09:00:00,510.0,522.0,497.0,512.0,15782489.2702812
2023-08-24 09:00:00,511.0,589.0,509.0,580.0,122770871.88815434
2023-08-25 09:00:00,581.0,665.0,576.0,619.0,193157385.77947414
2023-08-26 09:00:00,618.0,638.0,572.0,604.0,69076262.77318195
2023-08-27 09:00:00,603.0,654.0,589.0,619.0,106226870.9981628
2023-08-28 09:00:00,618.0,637.0,580.0,597.0,50329024.226738
2023-08-29 09:00:00,596.0,606.0,567.0,582.0,37372212.25988084
2023-08-30 09:00:00,583.0,604.0,544.0,558.0,31375661.50228769
2023-08-31 09:00:00,558.0,581.0,546.0,573.0,27615445.48308443
2023-09-01 09:00:00,574.0,576.0,526.0,536.0,13684885.8509534
2023-09-02 09:00:00,537.0,690.0,506.0,678.0,82931493.39153291
2023-09-03 09:00:00,678.0,807.0,592.0,708.0,182206651.10016292
2023-09-04 09:00:00,707.0,777.0,664.0,713.0,86450141.162137
2023-09-05 09:00:00,712.0,732.0,670.0,684.0,13764084.08260214
