,open,high,low,close,volume
2023-02-18 09:00:00,31641000.0,32014000.0,31498000.0,31789000.0,5267.64033206
2023-02-19 09:00:00,31789000.0,32370000.0,31400000.0,31435000.0,8172.91625373
2023-02-20 09:00:00,31434000.0,32148000.0,31000000.0,31883000.0,8070.98678492
2023-02-21 09:00:00,31883000.0,32600000.0,31510000.0,31736000.0,9416.92852949
2023-02-22 09:00:00,31751000.0,31850000.0,30900000.0,31619000.0,7731.25766663
2023-02-23 09:00:00,31638000.0,31999000.0,30960000.0,31398000.0,6836.96402152
2023-02-24 09:00:00,31400000.0,31485000.0,30560000.0,30877000.0,6775.08622994
2023-02-25 09:00:00,30868000.0,31000000.0,30291000.0,30959000.0,4719.68489555
2023-02-26 09:00:00,30959000.0,31384000.0,30710000.0,31279000.0,3065.82030173
2023-02-27 09:00:00,31279000.0,31654000.0,30890000.0,31255000.0,4718.97425586
2023-02-28 09:00:00,31255000.0,31323000.0,30904000.0,31024000.0,3593.40757255
2023-03-01 09:00:00,31024000.0,31600000.0,30805000.0,31106000.0,4532.68487609
2023-03-02 09:00:00,31106000.0,31284000.0,30800000.0,31109000.0,4579.43771609
2023-03-03 09:00:00,31109000.0,31135000.0,29508000.0,29709000.0,7298.81785293
2023-03-04 09:00:00,29710000.0,29907000.0,29638000.0,29838000.0,2222.29120474
2023-03-05 09:00:00,29837000.0,30097000.0,29650000.0,29982000.0,2189.45390953
2023-03-06 09:00:00,29982000.0,30066000.0,29638000.0,29769000.0,2405.78623199
2023-03-07 09:00:00,29769000.0,29978000.0,29250000.0,29579000.0,7624.3543545
2023-03-08 09:00:00,29579000.0,29660000.0,29000000.0,29023000.0,5501.29398149
2023-03-09 09:00:00,29018000.0,29320000.0,27415000.0,27604000.0,9841.87622634
2023-03-10 09:00:00,27604000.0,27605000.0,26707000.0,27343000.0,9730.63224025
2023-03-11 09:00:00,27341000.0,28023000.0,26870000.0,27737000.0,6228.73937386
2023-03-12 09:00:00,27722000.0,29300000.0,27167000.0,29199000.0,6122.0855742
2023-03-13 09:00:00,29190000.0,32000000.0,28855000.0,31676000.0,13888.83820988
2023-03-14 09:00:00,31676000.0,34469000.0,31579000.0,32490000.0,17872.07887712
2023-03-15 09:00:00,32491000.0,33500000.0,32000000.0,32511000.0,11093.60434797
2023-03-16 09:00:00,32505000.0,33455000.0,32307000.0,33335000.0,6814.43349526
2023-03-17 09:00:00,33309000.0,36649000.0,33300000.0,36207000.0,15037.60037165
2023-03-18 09:00:00,36207000.0,36649000.0,35500000.0,35767000.0,9300.23174069
2023-03-19 09:00:00,35760000.0,37526000.0,35657000.0,37233000.0,7991.51626721
2023-03-20 09:00:00,37228000.0,37838000.0,36217000.0,37295000.0,10244.52549002
2023-03-21 09:00:00,37294000.0,37634000.0,36500000.0,37221000.0,8735.63835041
2023-03-22 09:00:00,37202000.0,38400000.0,35584000.0,36372000.0,10824.6208617
2023-03-23 09:00:00,36372000.0,37660000.0,35930000.0,37274000.0,7303.53058862
2023-03-24 09:00:00,37268000.0,37599000.0,36304000.0,36749000.0,6250.39620254
2023-03-25 09:00:00,36750000.0,36969000.0,36510000.0,36750000.0,2977.38039843
2023-03-26 09:00:00,36750000.0,37432000.0,36632000.0,37160000.0,3091.03957658
2023-03-27 09:00:00,37156000.0,37282000.0,35444000.0,36110000.0,6840.88977652
2023-03-28 09:00:00,36124000.0,36220000.0,35230000.0,36026000.0,5170.6862286
2023-03-29 09:00:00,36020000.0,37750000.0,36006000.0,37401000.0,6442.79756739
2023-03-30 09:00:00,37402000.0,38424000.0,36800000.0,37157000.0,7063.16532492
2023-03-31 09:00:00,37157000.0,37771000.0,36596000.0,37540000.0,5856.70049497
2023-04-01 09:00:00,37540000.0,37950000.0,37449000.0,37585000.0,2923.33995312
2023-04-02 09:00:00,37596000.0,37700000.0,37000000.0,37301000.0,3827.71480818
2023-04-03 09:00:00,37296000.0,37768000.0,36378000.0,36814000.0,5344.45562792
2023-04-04 09:00:00,36814000.0,37552000.0,36660000.0,37205000.0,3443.09664449
2023-04-05 09:00:00,37207000.0,37804000.0,36948000.0,37139000.0,4804.31754606
2023-04-06 09:00:00,37139000.0,37211000.0,36800000.0,37058000.0,3265.19567389
2023-04-07 09:00:00,37058000.0,37200000.0,36890000.0,36993000.0,2191.38552697
2023-04-08 09:00:00,36993000.0,37249000.0,36930000.0,37080000.0,3044.98722943
2023-04-09 09:00:00,37064000.0,37576000.0,36878000.0,37313000.0,3846.31215562
2023-04-10 09:00:00,37331000.0,39183000.0,37255000.0,38985000.0,6752.314109
2023-04-11 09:00:00,38981000.0,40260000.0,38903000.0,40004000.0,8105.88458258
2023-04-12 09:00:00,40005000.0,40610000.0,39567000.0,39699000.0,10654.2856421
2023-04-13 09:00:00,39694000.0,40198000.0,39689000.0,39911000.0,5171.072562
2023-04-14 09:00:00,39912000.0,40333000.0,39470000.0,39804000.0,5561.14402059
2023-04-15 09:00:00,39804000.0,39999000.0,39752000.0,39800000.0,1938.56058099
2023-04-16 09:00:00,39800000.0,39981000.0,39600000.0,39607000.0,2393.49528179
2023-04-17 09:00:00,39612000.0,39673000.0,38506000.0,38700000.0,5420.85725888
2023-04-18 09:00:00,38700000.0,39847000.0,38251000.0,39630000.0,4976.83151258
2023-04-19 09:00:00,39637000.0,39719000.0,38181000.0,38300000.0,6118.4824719
2023-04-20 09:00:00,38300000.0,38572000.0,37400000.0,37672000.0,5515.28188385
2023-04-21 09:00:00,37672000.0,37779000.0,36108000.0,36337000.0,5934.6195108
2023-04-22 09:00:00,36337000.0,37318000.0,36055000.0,37182000.0,3716.22462639
2023-04-23 09:00:00,37182000.0,37198000.0,36524000.0,36802000.0,1942.10468086
2023-04-24 09:00:00,36802000.0,37297000.0,36200000.0,36750000.0,3663.66031754
2023-04-25 09:00:00,36750000.0,38123000.0,36359000.0,37877000.0,4364.40529023
2023-04-26 09:00:00,37877000.0,39850000.0,36749000.0,38017000.0,9856.33566991
2023-04-27 09:00:00,38020000.0,39730000.0,37959000.0,39258000.0,6531.80659225
2023-04-28 09:00:00,39271000.0,39500000.0,38711000.0,39083000.0,3370.00926689
2023-04-29 09:00:00,39083000.0,39247000.0,38800000.0,38965000.0,1753.92555964
2023-04-30 09:00:00,38980000.0,39830000.0,38809000.0,39149000.0,3356.94485899
2023-05-01 09:00:00,39149000.0,39303000.0,37372000.0,37769000.0,5466.44445352
2023-05-02 09:00:00,37768000.0,38680000.0,37428000.0,38405000.0,4771.65437011
2023-05-03 09:00:00,38406000.0,39050000.0,37800000.0,38703000.0,5239.85097463
2023-05-04 09:00:00,38733000.0,39112000.0,38423000.0,38580000.0,4027.302864
2023-05-05 09:00:00,38599000.0,39359000.0,38520000.0,39053000.0,5614.21035517
2023-05-06 09:00:00,39077000.0,39435000.0,38142000.0,38677000.0,4471.1849355
2023-05-07 09:00:00,38679000.0,38953000.0,38143000.0,38143000.0,2434.47759959
2023-05-08 09:00:00,38152000.0,38369000.0,36822000.0,37255000.0,5517.37518721
